@RELATION change_classic_combined

@ATTRIBUTE numberOfVersionsUntil  NUMERIC
@ATTRIBUTE numberOfFixesUntil   NUMERIC
@ATTRIBUTE numberOfRefactoringsUntil  NUMERIC
@ATTRIBUTE umberOfAuthorsUntil   NUMERIC
@ATTRIBUTE linesAddedUntil   NUMERIC
@ATTRIBUTE maxLinesAddedUntil   NUMERIC
@ATTRIBUTE avgLinesAddedUntil   NUMERIC
@ATTRIBUTE linesRemovedUntil   NUMERIC
@ATTRIBUTE maxLinesRemovedUntil   NUMERIC
@ATTRIBUTE avgLinesRemovedUntil   NUMERIC
@ATTRIBUTE codeChurnUntil   NUMERIC
@ATTRIBUTE maxCodeChurnUntil   NUMERIC
@ATTRIBUTE avgCodeChurnUntil   NUMERIC
@ATTRIBUTE weightedAgeWithRespectTo   NUMERIC
@ATTRIBUTE ageWithRespectTo   NUMERIC
@ATTRIBUTE cbo  NUMERIC
@ATTRIBUTE dit  NUMERIC
@ATTRIBUTE fanIn  NUMERIC
@ATTRIBUTE fanOut  NUMERIC
@ATTRIBUTE lcom  NUMERIC
@ATTRIBUTE noc  NUMERIC
@ATTRIBUTE numberOfAttributes  NUMERIC
@ATTRIBUTE numberOfAttributesInherited  NUMERIC
@ATTRIBUTE numberOfLinesOfCode  NUMERIC
@ATTRIBUTE numberOfMethods  NUMERIC
@ATTRIBUTE numberOfMethodsInherited  NUMERIC
@ATTRIBUTE numberOfPrivateAttributes  NUMERIC
@ATTRIBUTE numberOfPrivateMethods  NUMERIC
@ATTRIBUTE numberOfPublicAttributes  NUMERIC
@ATTRIBUTE numberOfPublicMethods  NUMERIC
@ATTRIBUTE rfc  NUMERIC
@ATTRIBUTE wmc  NUMERIC
@ATTRIBUTE bug   {0, 1}

@DATA
8, 0, 0, 3, 67, 21, 8.375, 30, 14, 3.75, 37, 18, 4.625, 16.2964, 157.286, 4, 1, 2, 2, 10, 0, 1, 0, 24, 5, 0, 0, 0, 1, 5, 11, 6, 0
9, 0, 0, 5, 23, 10, 2.55556, 34, 9, 3.77778, -11, 8, -1.22222, 104.404, 188.286, 4, 1, 2, 2, 3, 0, 0, 0, 16, 3, 0, 0, 0, 0, 2, 12, 3, 0
104, 3, 0, 10, 1965, 290, 18.8942, 1258, 164, 12.0962, 707, 250, 6.79808, 166.53, 335.286, 26, 1, 5, 25, 561, 0, 22, 0, 523, 34, 0, 18, 19, 0, 10, 257, 85, 1
12, 0, 2, 4, 139, 42, 11.5833, 96, 49, 8, 43, 32, 3.58333, 49.7225, 158.143, 7, 1, 2, 5, 45, 4, 2, 0, 65, 10, 0, 0, 1, 0, 3, 54, 23, 0
13, 2, 0, 4, 145, 48, 11.1538, 53, 30, 4.07692, 92, 48, 7.07692, 28.4443, 151.143, 16, 6, 12, 4, 15, 0, 1, 6, 23, 6, 78, 1, 0, 0, 5, 15, 8, 0
13, 0, 0, 5, 55, 33, 4.23077, 99, 58, 7.61538, -44, 1, -3.38462, 75.4987, 133.571, 21, 1, 0, 21, 28, 0, 4, 0, 136, 8, 0, 4, 3, 0, 5, 92, 34, 0
3, 0, 0, 1, 11, 10, 3.66667, 1, 1, 0.333333, 10, 10, 3.33333, 17.3896, 144.429, 1, 1, 0, 1, 0, 0, 0, 0, 3, 1, 6, 0, 0, 0, 1, 2, 1, 0
7, 0, 0, 3, 74, 33, 10.5714, 37, 20, 5.28571, 37, 27, 5.28571, 39.6236, 71.5714, 14, 1, 6, 8, 21, 0, 1, 0, 114, 7, 6, 0, 0, 0, 7, 78, 38, 1
25, 2, 0, 6, 264, 82, 10.56, 259, 65, 10.36, 5, 23, 0.2, 92.7451, 335.286, 12, 1, 1, 11, 55, 0, 4, 0, 111, 11, 0, 4, 4, 0, 7, 60, 22, 0
6, 0, 0, 3, 231, 99, 38.5, 41, 27, 6.83333, 190, 99, 31.6667, 3.54174, 61.1429, 5, 1, 1, 4, 10, 0, 2, 0, 53, 5, 0, 2, 2, 0, 1, 22, 9, 0
133, 4, 0, 9, 3644, 368, 27.3985, 3241, 617, 24.3684, 403, 148, 3.03008, 151.622, 335.286, 37, 2, 2, 35, 703, 0, 11, 0, 876, 38, 23, 8, 32, 0, 3, 599, 239, 1
17, 1, 0, 6, 129, 30, 7.58824, 54, 28, 3.17647, 75, 28, 4.41176, 71.0277, 227.429, 11, 2, 1, 10, 21, 1, 1, 6, 82, 7, 26, 0, 0, 0, 4, 51, 21, 0
17, 1, 0, 4, 481, 182, 28.2941, 106, 64, 6.23529, 375, 182, 22.0588, 21.0582, 156.429, 8, 1, 4, 4, 78, 3, 7, 0, 108, 13, 6, 3, 1, 0, 2, 51, 26, 1
2, 0, 0, 1, 5, 5, 2.5, 7, 7, 3.5, -2, 0, -1, 1.14286, 33.4286, 28, 5, 4, 25, 946, 0, 19, 2, 599, 44, 70, 19, 16, 0, 19, 292, 148, 0
3, 0, 0, 2, 17, 9, 5.66667, 32, 22, 10.6667, -15, 0, -5, 48.3529, 98, 5, 1, 3, 2, 3, 2, 1, 0, 15, 3, 0, 0, 0, 0, 2, 5, 4, 0
6, 0, 0, 4, 38, 30, 6.33333, 80, 70, 13.3333, -42, 0, -7, 180.481, 335.286, 4, 5, 1, 3, 3, 0, 0, 5, 12, 3, 89, 0, 0, 0, 1, 6, 4, 0
33, 1, 0, 8, 325, 38, 9.84848, 346, 75, 10.4848, -21, 36, -0.636364, 80.1776, 227.429, 10, 2, 1, 9, 10, 0, 1, 0, 61, 5, 28, 0, 2, 0, 1, 35, 8, 0
23, 1, 0, 7, 252, 100, 10.9565, 248, 75, 10.7826, 4, 58, 0.173913, 131.959, 335.286, 12, 3, 3, 10, 55, 0, 1, 4, 106, 11, 21, 1, 6, 0, 5, 60, 39, 0
14, 1, 0, 4, 266, 185, 19, 95, 36, 6.78571, 171, 157, 12.2143, 136.083, 190.857, 7, 3, 1, 6, 28, 0, 15, 3, 193, 8, 34, 15, 1, 0, 7, 91, 68, 0
14, 1, 0, 6, 83, 17, 5.92857, 44, 6, 3.14286, 39, 12, 2.78571, 190.706, 335.286, 9, 4, 8, 2, 21, 7, 1, 1, 21, 7, 63, 0, 0, 0, 1, 11, 7, 0
14, 1, 0, 9, 97, 41, 6.92857, 95, 44, 6.78571, 2, 6, 0.142857, 217.811, 335.286, 5, 1, 1, 4, 10, 0, 1, 0, 32, 5, 0, 1, 1, 0, 4, 20, 7, 0
4, 0, 0, 2, 49, 46, 12.25, 57, 54, 14.25, -8, 0, -2, 113.484, 151.143, 8, 1, 0, 8, 91, 0, 11, 0, 195, 14, 6, 11, 6, 0, 8, 75, 49, 0
16, 2, 0, 3, 175, 49, 10.9375, 161, 50, 10.0625, 14, 24, 0.875, 46.9641, 158.286, 12, 1, 1, 11, 105, 0, 5, 0, 162, 15, 0, 5, 7, 0, 8, 76, 35, 0
4, 0, 0, 3, 20, 10, 5, 10, 9, 2.5, 10, 10, 2.5, 58.15, 144.286, 5, 3, 1, 4, 28, 0, 3, 2, 55, 8, 34, 3, 1, 0, 7, 35, 22, 0
3, 1, 0, 2, 9, 8, 3, 10, 9, 3.33333, -1, 0, -0.333333, 68.2857, 110.857, 2, 1, 1, 1, 3, 2, 0, 0, 24, 3, 22, 0, 0, 0, 3, 8, 7, 0
6, 0, 0, 3, 46, 19, 7.66667, 33, 19, 5.5, 13, 11, 2.16667, 70.1087, 183.857, 3, 3, 1, 2, 28, 0, 3, 1, 43, 8, 30, 1, 1, 0, 3, 23, 14, 0
17, 1, 0, 4, 459, 117, 27, 254, 97, 14.9412, 205, 117, 12.0588, 23.3249, 151.143, 7, 5, 5, 2, 28, 0, 1, 6, 27, 8, 71, 1, 0, 0, 7, 17, 8, 0
8, 0, 0, 4, 8, 2, 1, 209, 102, 26.125, -201, 1, -25.125, 82.8214, 154.429, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0
15, 1, 1, 3, 701, 203, 46.7333, 255, 126, 17, 446, 203, 29.7333, 15.2189, 114, 7, 1, 3, 5, 105, 3, 3, 0, 179, 15, 6, 3, 3, 0, 8, 51, 41, 1
11, 0, 0, 3, 88, 56, 8, 52, 23, 4.72727, 36, 48, 3.27273, 17.7208, 110.143, 8, 1, 8, 0, 1, 0, 4, 0, 48, 2, 0, 4, 0, 0, 2, 9, 6, 0
9, 0, 0, 2, 541, 418, 60.1111, 301, 143, 33.4444, 240, 354, 26.6667, 14.2345, 97.4286, 15, 1, 0, 15, 820, 2, 15, 0, 387, 41, 9, 10, 29, 0, 12, 165, 74, 0
6, 0, 0, 1, 79, 40, 13.1667, 63, 32, 10.5, 16, 26, 2.66667, 15.0362, 49.4286, 8, 3, 5, 3, 21, 0, 3, 1, 36, 7, 14, 2, 0, 0, 6, 19, 9, 0
10, 0, 2, 3, 391, 176, 39.1, 49, 29, 4.9, 342, 176, 34.2, 7.31129, 107, 5, 1, 2, 3, 15, 0, 6, 0, 87, 6, 6, 6, 1, 0, 5, 33, 12, 0
2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150.857, 3, 2, 1, 2, 1, 2, 0, 0, 29, 2, 9, 0, 0, 0, 1, 16, 11, 0
8, 1, 0, 5, 90, 47, 11.25, 55, 27, 6.875, 35, 47, 4.375, 29.1524, 106.286, 5, 1, 4, 1, 10, 2, 0, 0, 44, 5, 6, 0, 0, 0, 5, 14, 11, 0
8, 0, 0, 2, 498, 358, 62.25, 518, 358, 64.75, -20, 358, -2.5, 2.76822, 59.2857, 18, 2, 1, 17, 378, 0, 1, 0, 194, 28, 28, 1, 13, 0, 14, 100, 60, 0
7, 0, 1, 3, 106, 49, 15.1429, 131, 84, 18.7143, -25, 19, -3.57143, 47.5148, 108.143, 8, 2, 1, 8, 21, 0, 3, 0, 87, 7, 9, 3, 0, 0, 6, 41, 33, 0
17, 0, 0, 4, 308, 98, 18.1176, 67, 22, 3.94118, 241, 98, 14.1765, 14.3302, 154.857, 19, 1, 6, 13, 66, 0, 10, 0, 90, 12, 6, 10, 1, 0, 11, 50, 22, 0
13, 0, 1, 5, 106, 40, 8.15385, 80, 25, 6.15385, 26, 39, 2, 22.1887, 191.143, 13, 2, 9, 4, 28, 11, 2, 0, 30, 8, 11, 2, 0, 0, 5, 18, 10, 0
20, 0, 0, 4, 117, 30, 5.85, 86, 41, 4.3, 31, 14, 1.55, 79.1001, 224.286, 6, 1, 1, 6, 36, 0, 2, 0, 104, 9, 0, 2, 3, 0, 4, 56, 22, 0
4, 0, 0, 2, 66, 32, 16.5, 2, 2, 0.5, 64, 32, 16, 3.68831, 151, 4, 5, 3, 1, 3, 0, 1, 4, 9, 3, 64, 1, 0, 0, 3, 6, 3, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33.4286, 13, 6, 12, 2, 15, 0, 3, 5, 28, 6, 75, 3, 0, 0, 3, 11, 9, 0
20, 1, 0, 6, 272, 75, 13.6, 182, 70, 9.1, 90, 43, 4.5, 130.877, 335.286, 6, 1, 1, 5, 190, 0, 8, 11, 107, 20, 0, 8, 2, 0, 18, 49, 34, 0
16, 1, 0, 7, 107, 36, 6.6875, 137, 40, 8.5625, -30, 31, -1.875, 101.621, 328.571, 1, 1, 0, 1, 0, 0, 0, 0, 15, 1, 0, 0, 0, 0, 1, 5, 6, 0
60, 1, 0, 8, 877, 130, 14.6167, 790, 138, 13.1667, 87, 63, 1.45, 90.7566, 227.429, 29, 3, 1, 29, 190, 0, 5, 0, 234, 20, 37, 4, 12, 0, 3, 191, 58, 0
6, 1, 1, 3, 145, 84, 24.1667, 122, 90, 20.3333, 23, 19, 3.83333, 32.3054, 72.7143, 22, 1, 12, 10, 91, 0, 0, 0, 264, 14, 6, 0, 3, 0, 11, 121, 76, 1
5, 1, 0, 3, 35, 22, 7, 24, 22, 4.8, 11, 10, 2.2, 65.7102, 136.286, 8, 1, 4, 4, 55, 0, 2, 0, 101, 11, 6, 1, 4, 1, 7, 48, 26, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.28571, 10, 1, 9, 1, 36, 0, 0, 0, 59, 9, 6, 0, 0, 0, 9, 31, 18, 0
12, 0, 0, 3, 177, 59, 14.75, 159, 104, 13.25, 18, 44, 1.5, 40.6538, 135, 19, 1, 2, 17, 28, 0, 2, 0, 146, 8, 6, 2, 4, 0, 4, 91, 42, 0
18, 1, 0, 5, 469, 168, 26.0556, 101, 16, 5.61111, 368, 168, 20.4444, 19.3119, 151.143, 15, 5, 4, 11, 91, 0, 2, 18, 79, 14, 211, 2, 0, 0, 14, 55, 25, 0
9, 0, 0, 2, 268, 126, 29.7778, 327, 126, 36.3333, -59, 126, -6.55556, 2.71109, 59.2857, 8, 3, 1, 8, 36, 0, 2, 2, 75, 9, 54, 2, 4, 0, 3, 41, 17, 0
14, 0, 1, 4, 224, 109, 16, 279, 114, 19.9286, -55, 10, -3.92857, 74.2283, 132.286, 25, 1, 0, 25, 120, 0, 4, 0, 281, 16, 6, 4, 6, 0, 4, 182, 60, 1
2, 0, 0, 2, 21, 21, 10.5, 26, 26, 13, -5, 0, -2.5, 22, 56.1429, 9, 3, 3, 6, 36, 2, 4, 1, 133, 9, 72, 0, 3, 1, 2, 61, 21, 1
10, 0, 0, 3, 135, 87, 13.5, 133, 87, 13.3, 2, 87, 0.2, 11.7185, 92.7143, 7, 1, 2, 5, 6, 0, 0, 0, 63, 4, 6, 0, 1, 0, 3, 27, 20, 0
18, 1, 0, 8, 156, 41, 8.66667, 141, 48, 7.83333, 15, 18, 0.833333, 194.463, 335.286, 7, 1, 1, 6, 3, 0, 3, 0, 58, 3, 0, 3, 1, 0, 2, 25, 13, 0
14, 2, 0, 4, 248, 110, 17.7143, 150, 77, 10.7143, 98, 33, 7, 27.0668, 144.286, 7, 1, 5, 2, 28, 0, 16, 0, 91, 8, 6, 16, 5, 0, 3, 60, 41, 0
9, 0, 0, 2, 184, 160, 20.4444, 249, 160, 27.6667, -65, 160, -7.22222, 0.541925, 59.2857, 3, 6, 1, 2, 36, 0, 1, 110, 30, 9, 412, 1, 0, 0, 9, 17, 9, 0
14, 0, 0, 3, 119, 41, 8.5, 91, 55, 6.5, 28, 15, 2, 43.2557, 138.429, 11, 1, 1, 10, 55, 0, 3, 0, 178, 11, 0, 2, 7, 0, 3, 85, 26, 1
13, 1, 0, 7, 91, 22, 7, 72, 21, 5.53846, 19, 12, 1.46154, 138.545, 335.286, 11, 1, 1, 10, 120, 0, 23, 0, 238, 16, 6, 23, 12, 0, 4, 81, 67, 0
37, 1, 0, 9, 415, 64, 11.2162, 206, 52, 5.56757, 209, 47, 5.64865, 159.309, 300, 17, 1, 6, 11, 36, 0, 2, 0, 195, 9, 6, 2, 5, 0, 4, 112, 47, 1
6, 0, 1, 2, 65, 22, 10.8333, 57, 29, 9.5, 8, 16, 1.33333, 43.8527, 108.143, 4, 4, 2, 2, 6, 0, 1, 0, 52, 4, 18, 0, 0, 1, 4, 33, 18, 0
19, 0, 1, 4, 209, 43, 11, 130, 51, 6.84211, 79, 40, 4.15789, 37.4655, 104.429, 23, 2, 3, 20, 78, 0, 3, 0, 164, 13, 13, 2, 7, 0, 1, 97, 52, 1
68, 2, 0, 8, 1072, 168, 15.7647, 1514, 501, 22.2647, -442, 100, -6.5, 95.6461, 335.286, 10, 2, 2, 8, 10, 0, 1, 0, 53, 5, 11, 1, 0, 0, 2, 31, 14, 1
29, 1, 0, 6, 501, 133, 17.2759, 386, 178, 13.3103, 115, 26, 3.96552, 58.3305, 144, 43, 5, 8, 36, 528, 0, 10, 2, 520, 33, 72, 9, 16, 0, 7, 276, 118, 0
6, 0, 0, 4, 17, 10, 2.83333, 7, 3, 1.16667, 10, 10, 1.66667, 45.0252, 201.286, 0, 1, 0, 0, 3, 2, 0, 0, 7, 3, 0, 0, 0, 0, 2, 6, 2, 0
6, 0, 0, 3, 491, 225, 81.8333, 36, 27, 6, 455, 225, 75.8333, 9.49287, 151.143, 8, 4, 2, 6, 136, 0, 1, 18, 124, 17, 184, 1, 0, 0, 17, 81, 42, 0
18, 1, 0, 7, 150, 49, 8.33333, 92, 54, 5.11111, 58, 42, 3.22222, 74.8924, 295, 11, 3, 2, 10, 28, 0, 4, 6, 55, 8, 32, 4, 1, 0, 7, 26, 15, 0
4, 0, 0, 3, 29, 18, 7.25, 35, 19, 8.75, -6, 0, -1.5, 48.1281, 111, 4, 2, 1, 3, 21, 0, 5, 1, 49, 7, 36, 5, 0, 0, 5, 20, 15, 0
13, 0, 0, 3, 274, 153, 21.0769, 168, 109, 12.9231, 106, 125, 8.15385, 31.1548, 112, 22, 1, 3, 19, 105, 0, 0, 0, 290, 15, 6, 0, 0, 0, 4, 124, 82, 0
2, 0, 0, 2, 1, 1, 0.5, 2, 2, 1, -1, 0, -0.5, 32.8571, 69, 1, 1, 0, 1, 0, 0, 0, 0, 3, 1, 6, 0, 0, 0, 1, 2, 1, 0
9, 0, 0, 6, 49, 14, 5.44444, 30, 9, 3.33333, 19, 10, 2.11111, 88.0379, 227.429, 1, 2, 1, 0, 15, 0, 0, 0, 18, 6, 56, 0, 0, 0, 5, 6, 6, 0
28, 2, 0, 7, 422, 116, 15.0714, 289, 96, 10.3214, 133, 33, 4.75, 167.299, 335.286, 19, 2, 14, 8, 153, 11, 6, 1, 141, 18, 4, 3, 1, 0, 14, 63, 43, 0
3, 0, 0, 2, 45, 38, 15, 15, 14, 5, 30, 37, 10, 64.1333, 128.143, 7, 3, 2, 5, 6, 0, 0, 8, 29, 4, 36, 0, 0, 0, 1, 16, 10, 0
2, 0, 0, 2, 24, 24, 12, 25, 25, 12.5, -1, 0, -0.5, 21, 55.1429, 5, 1, 1, 4, 36, 0, 3, 0, 114, 9, 0, 3, 0, 0, 3, 30, 26, 0
6, 0, 0, 2, 17, 9, 2.83333, 17, 9, 2.83333, 0, 1, 0, 40.4622, 104.857, 1, 1, 0, 1, 21, 0, 1, 0, 23, 7, 0, 1, 0, 0, 7, 14, 7, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33.4286, 2, 3, 1, 2, 3, 0, 1, 2, 10, 3, 54, 1, 0, 0, 1, 6, 3, 0
5, 0, 0, 2, 212, 76, 42.4, 40, 31, 8, 172, 76, 34.4, 16.8288, 148.429, 10, 1, 6, 4, 36, 5, 1, 0, 51, 9, 0, 1, 0, 0, 4, 31, 15, 0
7, 0, 0, 1, 43, 11, 6.14286, 20, 12, 2.85714, 23, 11, 3.28571, 18.3954, 52.4286, 4, 1, 1, 3, 3, 0, 0, 0, 38, 3, 6, 0, 0, 0, 3, 18, 7, 0
5, 0, 0, 3, 27, 17, 5.4, 24, 22, 4.8, 3, 8, 0.6, 44.6085, 102, 10, 4, 1, 9, 120, 0, 3, 62, 93, 16, 57, 3, 0, 0, 11, 42, 24, 0
9, 1, 0, 5, 71, 49, 7.88889, 71, 60, 7.88889, 0, 10, 0, 145.65, 227.429, 3, 1, 1, 2, 6, 1, 2, 0, 38, 4, 6, 2, 1, 0, 3, 12, 12, 0
3, 0, 0, 2, 4, 4, 1.33333, 0, 0, 0, 4, 4, 1.33333, 0.571429, 381, 2, 2, 2, 0, 3, 6, 1, 0, 8, 3, 2, 0, 0, 1, 2, 4, 3, 0
33, 0, 0, 7, 377, 136, 11.4242, 256, 76, 7.75758, 121, 60, 3.66667, 96.3914, 227.429, 68, 1, 66, 2, 153, 1, 8, 0, 196, 18, 6, 6, 5, 1, 13, 61, 54, 0
6, 1, 0, 4, 26, 10, 4.33333, 13, 5, 2.16667, 13, 10, 2.16667, 51.2363, 197.429, 7, 1, 5, 2, 15, 0, 5, 0, 33, 6, 11, 5, 0, 0, 6, 13, 12, 0
7, 0, 0, 4, 287, 100, 41, 24, 15, 3.42857, 263, 100, 37.5714, 35.4629, 140, 15, 2, 2, 13, 28, 2, 1, 12, 112, 8, 11, 0, 1, 0, 1, 78, 32, 1
14, 1, 0, 6, 96, 33, 6.85714, 114, 46, 8.14286, -18, 10, -1.28571, 79.6012, 335.286, 4, 3, 2, 2, 28, 0, 3, 8, 41, 8, 55, 3, 0, 0, 7, 22, 11, 0
7, 0, 0, 2, 162, 139, 23.1429, 163, 139, 23.2857, -1, 139, -0.142857, 1.7866, 58.4286, 8, 2, 1, 7, 21, 3, 1, 2, 81, 7, 47, 1, 0, 0, 1, 41, 19, 0
33, 0, 0, 2, 1008, 227, 30.5455, 487, 150, 14.7576, 521, 189, 15.7879, 12.8822, 49.4286, 36, 1, 6, 35, 3003, 0, 55, 0, 1326, 78, 0, 34, 52, 2, 15, 461, 235, 1
9, 1, 0, 6, 30, 10, 3.33333, 181, 156, 20.1111, -151, 0, -16.7778, 91.2428, 305.143, 2, 1, 2, 0, 10, 0, 0, 0, 10, 5, 0, 0, 0, 0, 1, 5, 4, 0
7, 0, 0, 2, 93, 78, 13.2857, 98, 78, 14, -5, 78, -0.714286, 1.41321, 58.4286, 9, 1, 3, 6, 10, 3, 0, 0, 29, 5, 9, 0, 0, 0, 4, 15, 5, 0
22, 0, 2, 5, 71, 15, 3.22727, 144, 45, 6.54545, -73, 10, -3.31818, 72.1871, 227.429, 2, 1, 1, 1, 1, 0, 0, 0, 12, 2, 0, 0, 0, 0, 1, 5, 2, 0
3, 0, 0, 2, 11, 8, 3.66667, 12, 11, 4, -1, 2, -0.333333, 55.8701, 98, 5, 2, 1, 4, 1, 0, 0, 1, 20, 2, 3, 0, 0, 0, 2, 10, 5, 0
8, 0, 0, 5, 83, 44, 10.375, 125, 74, 15.625, -42, 5, -5.25, 97.2702, 188.429, 11, 3, 0, 11, 231, 1, 5, 0, 277, 22, 21, 5, 7, 0, 15, 107, 54, 0
17, 1, 0, 7, 290, 162, 17.0588, 128, 36, 7.52941, 162, 126, 9.52941, 61.6778, 302.571, 16, 5, 2, 14, 276, 0, 9, 20, 191, 24, 90, 9, 0, 0, 22, 116, 60, 0
12, 0, 0, 5, 197, 60, 16.4167, 132, 73, 11, 65, 51, 5.41667, 71.876, 144.286, 15, 3, 1, 14, 78, 0, 9, 0, 233, 13, 21, 9, 7, 0, 4, 84, 30, 1
3, 0, 1, 1, 12, 9, 4, 14, 11, 4.66667, -2, 0, -0.666667, 30.0714, 74, 4, 1, 2, 2, 6, 0, 1, 0, 23, 4, 0, 1, 2, 0, 2, 12, 9, 0
7, 0, 0, 5, 16, 5, 2.28571, 20, 5, 2.85714, -4, 0, -0.571429, 93.5, 226.571, 4, 1, 0, 4, 6, 1, 1, 0, 18, 4, 0, 0, 0, 0, 4, 15, 5, 0
7, 0, 0, 4, 21, 10, 3, 23, 16, 3.28571, -2, 10, -0.285714, 26.0408, 227.429, 2, 2, 1, 1, 3, 0, 0, 0, 10, 3, 29, 0, 1, 0, 2, 6, 4, 0
24, 1, 0, 8, 247, 59, 10.2917, 119, 28, 4.95833, 128, 46, 5.33333, 172.444, 335.286, 18, 4, 4, 14, 45, 0, 0, 0, 54, 10, 72, 0, 1, 0, 7, 31, 19, 1
14, 1, 0, 7, 37, 8, 2.64286, 35, 7, 2.5, 2, 4, 0.142857, 125.417, 335.286, 2, 2, 2, 0, 1, 0, 2, 4, 7, 2, 19, 1, 0, 0, 2, 2, 2, 0
9, 1, 0, 6, 27, 8, 3, 27, 8, 3, 0, 4, 0, 145.683, 335.286, 1, 1, 1, 0, 10, 0, 1, 0, 18, 5, 6, 1, 0, 0, 5, 11, 5, 0
6, 1, 2, 2, 94, 73, 15.6667, 94, 67, 15.6667, 0, 6, 0, 10.4073, 104.429, 4, 1, 0, 4, 10, 0, 1, 0, 57, 5, 0, 0, 3, 0, 2, 36, 15, 0
5, 0, 0, 2, 68, 35, 13.6, 33, 22, 6.6, 35, 33, 7, 36.8887, 98, 7, 1, 1, 6, 45, 0, 2, 0, 67, 10, 6, 2, 4, 0, 6, 26, 16, 0
2, 0, 1, 2, 4, 4, 2, 4, 4, 2, 0, 0, 0, 58.5714, 95.5714, 1, 1, 1, 0, 10, 0, 1, 0, 17, 5, 0, 1, 0, 0, 5, 11, 5, 0
19, 1, 0, 8, 121, 54, 6.36842, 72, 19, 3.78947, 49, 42, 2.57895, 155.978, 335.286, 6, 2, 1, 5, 10, 0, 3, 0, 27, 5, 28, 2, 0, 0, 3, 17, 5, 0
15, 0, 0, 4, 267, 111, 17.8, 48, 32, 3.2, 219, 111, 14.6, 17.7892, 181.429, 5, 1, 1, 4, 15, 0, 1, 0, 73, 6, 6, 1, 4, 0, 2, 43, 18, 0
6, 1, 0, 5, 27, 11, 4.5, 16, 6, 2.66667, 11, 6, 1.83333, 131.069, 335.286, 0, 1, 0, 0, 3, 46, 0, 0, 7, 3, 6, 0, 0, 0, 3, 3, 3, 0
2, 0, 0, 2, 9, 9, 4.5, 14, 14, 7, -5, 0, -2.5, 17.8571, 52, 4, 1, 3, 1, 10, 0, 1, 0, 52, 5, 0, 1, 2, 0, 3, 17, 13, 0
15, 0, 0, 6, 91, 29, 6.06667, 42, 15, 2.8, 49, 29, 3.26667, 34.697, 187.429, 7, 3, 2, 5, 10, 0, 0, 2, 32, 5, 15, 0, 3, 0, 2, 24, 9, 1
3, 0, 1, 3, 44, 42, 14.6667, 83, 75, 27.6667, -39, 0, -13, 47.961, 83.8571, 9, 1, 0, 9, 15, 0, 0, 0, 106, 6, 6, 0, 0, 0, 6, 32, 22, 0
6, 0, 1, 3, 83, 43, 13.8333, 102, 86, 17, -19, 12, -3.16667, 39.4028, 72.7143, 18, 1, 5, 13, 21, 0, 1, 0, 169, 7, 6, 1, 2, 0, 5, 77, 30, 0
19, 0, 0, 6, 115, 23, 6.05263, 96, 34, 5.05263, 19, 11, 1, 81.3491, 227.429, 14, 2, 5, 9, 45, 0, 2, 1, 86, 10, 39, 1, 3, 0, 3, 59, 20, 1
16, 1, 0, 8, 123, 23, 7.6875, 103, 28, 6.4375, 20, 22, 1.25, 134.844, 335.286, 10, 4, 3, 7, 231, 1, 7, 15, 131, 22, 73, 7, 1, 0, 18, 80, 33, 0
5, 0, 0, 3, 28, 12, 5.6, 21, 11, 4.2, 7, 6, 1.4, 90.898, 183.857, 3, 4, 1, 2, 15, 0, 1, 2, 31, 6, 35, 0, 0, 0, 3, 16, 12, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33.4286, 10, 1, 6, 4, 15, 0, 3, 0, 61, 6, 6, 1, 2, 0, 4, 30, 17, 0
23, 1, 0, 7, 117, 12, 5.08696, 129, 34, 5.6087, -12, 10, -0.521739, 120.578, 258.857, 5, 4, 2, 3, 15, 0, 3, 9, 44, 6, 91, 3, 0, 0, 5, 19, 14, 0
7, 0, 0, 3, 26, 14, 3.71429, 28, 7, 4, -2, 9, -0.285714, 61.1978, 183.857, 8, 2, 1, 7, 45, 0, 2, 0, 88, 10, 18, 1, 4, 0, 5, 43, 24, 0
2, 0, 1, 2, 13, 13, 6.5, 17, 17, 8.5, -4, 0, -2, 58.5714, 95.5714, 3, 5, 1, 2, 28, 0, 2, 13, 29, 8, 80, 0, 0, 0, 7, 14, 8, 0
7, 1, 0, 6, 20, 10, 2.85714, 17, 5, 2.42857, 3, 6, 0.428571, 129.364, 335.286, 0, 2, 0, 0, 1, 0, 1, 2, 7, 2, 8, 1, 0, 0, 1, 3, 2, 0
2, 0, 0, 2, 3, 3, 1.5, 3, 3, 1.5, 0, 0, 0, 75.8571, 110, 0, 2, 0, 0, 1, 0, 0, 0, 30, 2, 7, 0, 0, 0, 1, 4, 2, 0
14, 0, 1, 5, 81, 28, 5.78571, 53, 30, 3.78571, 28, 12, 2, 81.8254, 177.571, 14, 1, 2, 12, 78, 1, 7, 0, 89, 13, 30, 7, 0, 0, 11, 53, 30, 0
