@RELATION allchange-metrics

@ATTRIBUTE numberOfVersionsUntil  NUMERIC
@ATTRIBUTE numberOfFixesUntil   NUMERIC
@ATTRIBUTE numberOfRefactoringsUntil  NUMERIC
@ATTRIBUTE umberOfAuthorsUntil   NUMERIC
@ATTRIBUTE linesAddedUntil   NUMERIC
@ATTRIBUTE maxLinesAddedUntil   NUMERIC
@ATTRIBUTE avgLinesAddedUntil   NUMERIC
@ATTRIBUTE linesRemovedUntil   NUMERIC
@ATTRIBUTE maxLinesRemovedUntil   NUMERIC
@ATTRIBUTE avgLinesRemovedUntil   NUMERIC
@ATTRIBUTE codeChurnUntil   NUMERIC
@ATTRIBUTE maxCodeChurnUntil   NUMERIC
@ATTRIBUTE avgCodeChurnUntil   NUMERIC
@ATTRIBUTE weightedAgeWithRespectTo   NUMERIC
@ATTRIBUTE ageWithRespectTo   NUMERIC
@ATTRIBUTE bug   {0, 1}

@DATA
2,0,0,1,5.0,5.0,2.5,7.0,7.0,3.5,-2.0,0.0,-1.0,33.4286,1.14286,0
3,0,0,2,17.0,9.0,5.66667,32.0,22.0,10.6667,-15.0,0.0,-5.0,98.0,48.3529,0
6,0,0,4,38.0,30.0,6.33333,80.0,70.0,13.3333,-42.0,0.0,-7.0,335.286,180.481,0
33,1,0,8,325.0,38.0,9.84848,346.0,75.0,10.4848,-21.0,36.0,-0.636364,227.429,80.1776,0
23,1,0,7,252.0,100.0,10.9565,248.0,75.0,10.7826,4.0,58.0,0.173913,335.286,131.959,0
14,1,0,4,266.0,185.0,19.0,95.0,36.0,6.78571,171.0,157.0,12.2143,190.857,136.083,0
14,1,0,6,83.0,17.0,5.92857,44.0,6.0,3.14286,39.0,12.0,2.78571,335.286,190.706,0
14,1,0,9,97.0,41.0,6.92857,95.0,44.0,6.78571,2.0,6.0,0.142857,335.286,217.811,0
4,0,0,2,49.0,46.0,12.25,57.0,54.0,14.25,-8.0,0.0,-2.0,151.143,113.484,0
16,2,0,3,175.0,49.0,10.9375,161.0,50.0,10.0625,14.0,24.0,0.875,158.286,46.9641,0
4,0,0,3,20.0,10.0,5.0,10.0,9.0,2.5,10.0,10.0,2.5,144.286,58.15,0
3,1,0,2,9.0,8.0,3.0,10.0,9.0,3.33333,-1.0,0.0,-0.333333,110.857,68.2857,0
6,0,0,3,46.0,19.0,7.66667,33.0,19.0,5.5,13.0,11.0,2.16667,183.857,70.1087,0
17,1,0,4,459.0,117.0,27.0,254.0,97.0,14.9412,205.0,117.0,12.0588,151.143,23.3249,0
8,0,0,4,8.0,2.0,1.0,209.0,102.0,26.125,-201.0,1.0,-25.125,154.429,82.8214,0
15,1,1,3,701.0,203.0,46.7333,255.0,126.0,17.0,446.0,203.0,29.7333,114.0,15.2189,1
11,0,0,3,88.0,56.0,8.0,52.0,23.0,4.72727,36.0,48.0,3.27273,110.143,17.7208,0
9,0,0,2,541.0,418.0,60.1111,301.0,143.0,33.4444,240.0,354.0,26.6667,97.4286,14.2345,0
6,0,0,1,79.0,40.0,13.1667,63.0,32.0,10.5,16.0,26.0,2.66667,49.4286,15.0362,0
10,0,2,3,391.0,176.0,39.1,49.0,29.0,4.9,342.0,176.0,34.2,107.0,7.31129,0
2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.857,0,0
8,1,0,5,90.0,47.0,11.25,55.0,27.0,6.875,35.0,47.0,4.375,106.286,29.1524,0
8,0,0,2,498.0,358.0,62.25,518.0,358.0,64.75,-20.0,358.0,-2.5,59.2857,2.76822,0
7,0,1,3,106.0,49.0,15.1429,131.0,84.0,18.7143,-25.0,19.0,-3.57143,108.143,47.5148,0
17,0,0,4,308.0,98.0,18.1176,67.0,22.0,3.94118,241.0,98.0,14.1765,154.857,14.3302,0
13,0,1,5,106.0,40.0,8.15385,80.0,25.0,6.15385,26.0,39.0,2.0,191.143,22.1887,0
20,0,0,4,117.0,30.0,5.85,86.0,41.0,4.3,31.0,14.0,1.55,224.286,79.1001,0
4,0,0,2,66.0,32.0,16.5,2.0,2.0,0.5,64.0,32.0,16.0,151.0,3.68831,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4286,0,0
20,1,0,6,272.0,75.0,13.6,182.0,70.0,9.1,90.0,43.0,4.5,335.286,130.877,0
16,1,0,7,107.0,36.0,6.6875,137.0,40.0,8.5625,-30.0,31.0,-1.875,328.571,101.621,0
60,1,0,8,877.0,130.0,14.6167,790.0,138.0,13.1667,87.0,63.0,1.45,227.429,90.7566,0
6,1,1,3,145.0,84.0,24.1667,122.0,90.0,20.3333,23.0,19.0,3.83333,72.7143,32.3054,1
5,1,0,3,35.0,22.0,7.0,24.0,22.0,4.8,11.0,10.0,2.2,136.286,65.7102,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.28571,0,0
12,0,0,3,177.0,59.0,14.75,159.0,104.0,13.25,18.0,44.0,1.5,135.0,40.6538,0
18,1,0,5,469.0,168.0,26.0556,101.0,16.0,5.61111,368.0,168.0,20.4444,151.143,19.3119,0
9,0,0,2,268.0,126.0,29.7778,327.0,126.0,36.3333,-59.0,126.0,-6.55556,59.2857,2.71109,0
14,0,1,4,224.0,109.0,16.0,279.0,114.0,19.9286,-55.0,10.0,-3.92857,132.286,74.2283,1
2,0,0,2,21.0,21.0,10.5,26.0,26.0,13.0,-5.0,0.0,-2.5,56.1429,22.0,1
10,0,0,3,135.0,87.0,13.5,133.0,87.0,13.3,2.0,87.0,0.2,92.7143,11.7185,0
18,1,0,8,156.0,41.0,8.66667,141.0,48.0,7.83333,15.0,18.0,0.833333,335.286,194.463,0
14,2,0,4,248.0,110.0,17.7143,150.0,77.0,10.7143,98.0,33.0,7.0,144.286,27.0668,0
9,0,0,2,184.0,160.0,20.4444,249.0,160.0,27.6667,-65.0,160.0,-7.22222,59.2857,0.541925,0
14,0,0,3,119.0,41.0,8.5,91.0,55.0,6.5,28.0,15.0,2.0,138.429,43.2557,1
13,1,0,7,91.0,22.0,7.0,72.0,21.0,5.53846,19.0,12.0,1.46154,335.286,138.545,0
37,1,0,9,415.0,64.0,11.2162,206.0,52.0,5.56757,209.0,47.0,5.64865,300.0,159.309,1
6,0,1,2,65.0,22.0,10.8333,57.0,29.0,9.5,8.0,16.0,1.33333,108.143,43.8527,0
19,0,1,4,209.0,43.0,11.0,130.0,51.0,6.84211,79.0,40.0,4.15789,104.429,37.4655,1
68,2,0,8,1072.0,168.0,15.7647,1514.0,501.0,22.2647,-442.0,100.0,-6.5,335.286,95.6461,1
29,1,0,6,501.0,133.0,17.2759,386.0,178.0,13.3103,115.0,26.0,3.96552,144.0,58.3305,0
6,0,0,4,17.0,10.0,2.83333,7.0,3.0,1.16667,10.0,10.0,1.66667,201.286,45.0252,0
6,0,0,3,491.0,225.0,81.8333,36.0,27.0,6.0,455.0,225.0,75.8333,151.143,9.49287,0
18,1,0,7,150.0,49.0,8.33333,92.0,54.0,5.11111,58.0,42.0,3.22222,295.0,74.8924,0
4,0,0,3,29.0,18.0,7.25,35.0,19.0,8.75,-6.0,0.0,-1.5,111.0,48.1281,0
13,0,0,3,274.0,153.0,21.0769,168.0,109.0,12.9231,106.0,125.0,8.15385,112.0,31.1548,0
2,0,0,2,1.0,1.0,0.5,2.0,2.0,1.0,-1.0,0.0,-0.5,69.0,32.8571,0
9,0,0,6,49.0,14.0,5.44444,30.0,9.0,3.33333,19.0,10.0,2.11111,227.429,88.0379,0
28,2,0,7,422.0,116.0,15.0714,289.0,96.0,10.3214,133.0,33.0,4.75,335.286,167.299,0
3,0,0,2,45.0,38.0,15.0,15.0,14.0,5.0,30.0,37.0,10.0,128.143,64.1333,0
2,0,0,2,24.0,24.0,12.0,25.0,25.0,12.5,-1.0,0.0,-0.5,55.1429,21.0,0
6,0,0,2,17.0,9.0,2.83333,17.0,9.0,2.83333,0.0,1.0,0.0,104.857,40.4622,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4286,0,0
5,0,0,2,212.0,76.0,42.4,40.0,31.0,8.0,172.0,76.0,34.4,148.429,16.8288,0
7,0,0,1,43.0,11.0,6.14286,20.0,12.0,2.85714,23.0,11.0,3.28571,52.4286,18.3954,0
5,0,0,3,27.0,17.0,5.4,24.0,22.0,4.8,3.0,8.0,0.6,102.0,44.6085,0
9,1,0,5,71.0,49.0,7.88889,71.0,60.0,7.88889,0.0,10.0,0.0,227.429,145.65,0
3,0,0,2,4.0,4.0,1.33333,0.0,0.0,0.0,4.0,4.0,1.33333,381.0,0.571429,0
33,0,0,7,377.0,136.0,11.4242,256.0,76.0,7.75758,121.0,60.0,3.66667,227.429,96.3914,0
6,1,0,4,26.0,10.0,4.33333,13.0,5.0,2.16667,13.0,10.0,2.16667,197.429,51.2363,0
7,0,0,4,287.0,100.0,41.0,24.0,15.0,3.42857,263.0,100.0,37.5714,140.0,35.4629,1
14,1,0,6,96.0,33.0,6.85714,114.0,46.0,8.14286,-18.0,10.0,-1.28571,335.286,79.6012,0
7,0,0,2,162.0,139.0,23.1429,163.0,139.0,23.2857,-1.0,139.0,-0.142857,58.4286,1.7866,0
33,0,0,2,1008.0,227.0,30.5455,487.0,150.0,14.7576,521.0,189.0,15.7879,49.4286,12.8822,1
9,1,0,6,30.0,10.0,3.33333,181.0,156.0,20.1111,-151.0,0.0,-16.7778,305.143,91.2428,0
7,0,0,2,93.0,78.0,13.2857,98.0,78.0,14.0,-5.0,78.0,-0.714286,58.4286,1.41321,0
22,0,2,5,71.0,15.0,3.22727,144.0,45.0,6.54545,-73.0,10.0,-3.31818,227.429,72.1871,0
3,0,0,2,11.0,8.0,3.66667,12.0,11.0,4.0,-1.0,2.0,-0.333333,98.0,55.8701,0
8,0,0,5,83.0,44.0,10.375,125.0,74.0,15.625,-42.0,5.0,-5.25,188.429,97.2702,0
17,1,0,7,290.0,162.0,17.0588,128.0,36.0,7.52941,162.0,126.0,9.52941,302.571,61.6778,0
12,0,0,5,197.0,60.0,16.4167,132.0,73.0,11.0,65.0,51.0,5.41667,144.286,71.876,1
3,0,1,1,12.0,9.0,4.0,14.0,11.0,4.66667,-2.0,0.0,-0.666667,74.0,30.0714,0
7,0,0,5,16.0,5.0,2.28571,20.0,5.0,2.85714,-4.0,0.0,-0.571429,226.571,93.5,0
7,0,0,4,21.0,10.0,3.0,23.0,16.0,3.28571,-2.0,10.0,-0.285714,227.429,26.0408,0
24,1,0,8,247.0,59.0,10.2917,119.0,28.0,4.95833,128.0,46.0,5.33333,335.286,172.444,1
14,1,0,7,37.0,8.0,2.64286,35.0,7.0,2.5,2.0,4.0,0.142857,335.286,125.417,0
9,1,0,6,27.0,8.0,3.0,27.0,8.0,3.0,0.0,4.0,0.0,335.286,145.683,0
6,1,2,2,94.0,73.0,15.6667,94.0,67.0,15.6667,0.0,6.0,0.0,104.429,10.4073,0
5,0,0,2,68.0,35.0,13.6,33.0,22.0,6.6,35.0,33.0,7.0,98.0,36.8887,0
2,0,1,2,4.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,95.5714,58.5714,0
19,1,0,8,121.0,54.0,6.36842,72.0,19.0,3.78947,49.0,42.0,2.57895,335.286,155.978,0
15,0,0,4,267.0,111.0,17.8,48.0,32.0,3.2,219.0,111.0,14.6,181.429,17.7892,0
6,1,0,5,27.0,11.0,4.5,16.0,6.0,2.66667,11.0,6.0,1.83333,335.286,131.069,0
2,0,0,2,9.0,9.0,4.5,14.0,14.0,7.0,-5.0,0.0,-2.5,52.0,17.8571,0
15,0,0,6,91.0,29.0,6.06667,42.0,15.0,2.8,49.0,29.0,3.26667,187.429,34.697,1
3,0,1,3,44.0,42.0,14.6667,83.0,75.0,27.6667,-39.0,0.0,-13.0,83.8571,47.961,0
6,0,1,3,83.0,43.0,13.8333,102.0,86.0,17.0,-19.0,12.0,-3.16667,72.7143,39.4028,0
19,0,0,6,115.0,23.0,6.05263,96.0,34.0,5.05263,19.0,11.0,1.0,227.429,81.3491,1
16,1,0,8,123.0,23.0,7.6875,103.0,28.0,6.4375,20.0,22.0,1.25,335.286,134.844,0
5,0,0,3,28.0,12.0,5.6,21.0,11.0,4.2,7.0,6.0,1.4,183.857,90.898,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4286,0,0
23,1,0,7,117.0,12.0,5.08696,129.0,34.0,5.6087,-12.0,10.0,-0.521739,258.857,120.578,0
7,0,0,3,26.0,14.0,3.71429,28.0,7.0,4.0,-2.0,9.0,-0.285714,183.857,61.1978,0
2,0,1,2,13.0,13.0,6.5,17.0,17.0,8.5,-4.0,0.0,-2.0,95.5714,58.5714,0
7,1,0,6,20.0,10.0,2.85714,17.0,5.0,2.42857,3.0,6.0,0.428571,335.286,129.364,0
2,0,0,2,3.0,3.0,1.5,3.0,3.0,1.5,0.0,0.0,0.0,110.0,75.8571,0
14,0,1,5,81.0,28.0,5.78571,53.0,30.0,3.78571,28.0,12.0,2.0,177.571,81.8254,0
4,0,0,2,24.0,10.0,6.0,20.0,17.0,5.0,4.0,10.0,1.0,80.2857,29.5714,0
3,0,0,2,11.0,7.0,3.66667,29.0,25.0,9.66667,-18.0,0.0,-6.0,183.857,56.9091,0
13,0,0,5,88.0,33.0,6.76923,81.0,46.0,6.23077,7.0,24.0,0.538462,174.429,100.872,0
3,0,0,2,4.0,4.0,1.33333,0.0,0.0,0.0,4.0,4.0,1.33333,381.0,0.571429,0
4,0,0,3,7.0,4.0,1.75,11.0,5.0,2.75,-4.0,0.0,-1.0,118.0,12.3061,0
3,0,0,3,9.0,9.0,3.0,16.0,9.0,5.33333,-7.0,0.0,-2.33333,111.0,74.8571,0
20,1,0,5,793.0,295.0,39.65,116.0,70.0,5.8,677.0,295.0,33.85,149.143,24.6835,1
12,1,0,7,38.0,11.0,3.16667,34.0,8.0,2.83333,4.0,6.0,0.333333,302.571,92.1428,0
2,0,0,2,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,92.0,57.8571,0
8,0,0,2,142.0,59.0,17.75,93.0,28.0,11.625,49.0,39.0,6.125,105.0,27.1429,0
36,0,1,5,973.0,262.0,27.0278,417.0,105.0,11.5833,556.0,262.0,15.4444,155.714,23.8523,1
35,1,0,7,421.0,77.0,12.0286,390.0,87.0,11.1429,31.0,74.0,0.885714,240.714,57.5979,1
10,0,0,3,145.0,44.0,14.5,149.0,68.0,14.9,-4.0,19.0,-0.4,183.857,45.6493,0
2,0,0,1,8.0,8.0,4.0,0.0,0.0,0.0,8.0,8.0,4.0,21.0,1.28571,1
43,1,0,4,1500.0,431.0,34.8837,800.0,391.0,18.6047,700.0,431.0,16.2791,147.0,16.389,1
123,1,1,7,2765.0,484.0,22.4797,2482.0,641.0,20.1789,283.0,484.0,2.30081,266.714,55.6424,1
13,3,2,4,48.0,11.0,3.69231,121.0,93.0,9.30769,-73.0,10.0,-5.61538,128.286,23.6786,0
4,0,0,3,27.0,10.0,6.75,15.0,10.0,3.75,12.0,10.0,3.0,188.571,51.7831,0
7,0,0,3,148.0,110.0,21.1429,191.0,173.0,27.2857,-43.0,20.0,-6.14286,96.0,55.0956,0
11,0,0,3,106.0,29.0,9.63636,47.0,29.0,4.27273,59.0,24.0,5.36364,105.857,35.3693,0
2,0,0,1,2.0,2.0,1.0,3.0,3.0,1.5,-1.0,0.0,-0.5,33.4286,18.2857,0
10,0,3,2,375.0,117.0,37.5,208.0,106.0,20.8,167.0,116.0,16.7,108.143,41.0549,0
20,1,0,5,767.0,280.0,38.35,180.0,114.0,9.0,587.0,280.0,29.35,180.714,25.8774,0
18,1,0,8,101.0,24.0,5.61111,58.0,14.0,3.22222,43.0,20.0,2.38889,302.571,130.274,0
10,0,0,4,94.0,31.0,9.4,22.0,18.0,2.2,72.0,31.0,7.2,155.857,17.4802,0
17,0,0,5,168.0,69.0,9.88235,83.0,26.0,4.88235,85.0,62.0,5.0,207.286,124.771,0
24,0,0,7,199.0,36.0,8.29167,143.0,49.0,5.95833,56.0,29.0,2.33333,227.429,121.825,0
7,0,0,4,180.0,79.0,25.7143,17.0,9.0,2.42857,163.0,79.0,23.2857,151.143,12.6397,0
7,0,1,3,173.0,109.0,24.7143,76.0,69.0,10.8571,97.0,103.0,13.8571,145.857,33.1808,0
5,0,0,2,26.0,16.0,5.2,31.0,26.0,6.2,-5.0,5.0,-1.0,77.4286,26.9945,0
8,0,0,4,136.0,40.0,17.0,40.0,35.0,5.0,96.0,40.0,12.0,151.143,42.0,0
19,0,0,5,742.0,209.0,39.0526,424.0,180.0,22.3158,318.0,175.0,16.7368,180.857,31.8883,0
7,1,0,6,91.0,59.0,13.0,68.0,58.0,9.71429,23.0,9.0,3.28571,335.286,230.173,0
54,0,1,5,1305.0,476.0,24.1667,493.0,145.0,9.12963,812.0,476.0,15.037,175.714,14.3502,1
3,0,0,2,39.0,28.0,13.0,12.0,12.0,4.0,27.0,28.0,9.0,102.0,21.4469,0
14,0,0,5,90.0,22.0,6.42857,48.0,18.0,3.42857,42.0,20.0,3.0,191.143,86.5159,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2857,0,0
2,0,1,2,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,95.5714,58.5714,0
27,2,0,7,399.0,101.0,14.7778,291.0,45.0,10.7778,108.0,56.0,4.0,258.857,179.22,0
29,1,0,9,538.0,108.0,18.5517,314.0,61.0,10.8276,224.0,106.0,7.72414,335.286,204.206,1
4,0,1,3,18.0,14.0,4.5,31.0,27.0,7.75,-13.0,0.0,-3.25,83.1429,41.8968,0
8,0,0,4,624.0,292.0,78.0,99.0,58.0,12.375,525.0,292.0,65.625,61.1429,3.58608,0
7,0,0,2,93.0,60.0,13.2857,70.0,56.0,10.0,23.0,19.0,3.28571,183.857,98.1044,0
3,0,0,3,5.0,3.0,1.66667,44.0,41.0,14.6667,-39.0,0.0,-13.0,135.571,62.1143,0
11,1,0,6,53.0,12.0,4.81818,46.0,21.0,4.18182,7.0,7.0,0.636364,335.286,140.989,0
22,2,0,5,682.0,191.0,31.0,134.0,94.0,6.09091,548.0,191.0,24.9091,151.0,38.9948,0
51,1,0,9,1064.0,200.0,20.8627,724.0,182.0,14.1961,340.0,119.0,6.66667,335.286,121.519,0
87,3,0,8,1353.0,182.0,15.5517,955.0,238.0,10.977,398.0,91.0,4.57471,227.429,85.472,0
4,0,0,2,127.0,54.0,31.75,21.0,21.0,5.25,106.0,54.0,26.5,149.286,17.5906,0
3,0,0,2,7.0,4.0,2.33333,7.0,6.0,2.33333,0.0,2.0,0.0,105.857,41.3469,0
18,0,0,2,638.0,397.0,35.4444,210.0,136.0,11.6667,428.0,391.0,23.7778,99.2857,15.03,0
34,1,0,8,306.0,51.0,9.0,193.0,64.0,5.67647,113.0,29.0,3.32353,335.286,160.338,0
41,1,0,6,696.0,83.0,16.9756,345.0,36.0,8.41463,351.0,61.0,8.56098,191.143,47.6605,1
9,0,0,2,108.0,32.0,12.0,18.0,8.0,2.0,90.0,32.0,10.0,146.857,30.0556,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.2857,0,0
17,1,0,7,190.0,66.0,11.1765,126.0,52.0,7.41176,64.0,60.0,3.76471,331.714,147.751,0
17,1,0,5,219.0,71.0,12.8824,144.0,65.0,8.47059,75.0,35.0,4.41176,207.714,95.544,1
5,0,1,2,37.0,26.0,7.4,69.0,52.0,13.8,-32.0,0.0,-6.4,108.143,35.4479,0
16,0,0,3,292.0,94.0,18.25,78.0,27.0,4.875,214.0,94.0,13.375,60.2857,4.07877,0
6,0,0,2,92.0,44.0,15.3333,8.0,4.0,1.33333,84.0,44.0,14.0,61.1429,1.98913,0
6,0,0,3,187.0,126.0,31.1667,91.0,85.0,15.1667,96.0,126.0,16.0,59.5714,0.799083,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4286,0,0
7,0,0,3,212.0,75.0,30.2857,64.0,42.0,9.14286,148.0,75.0,21.1429,151.143,29.3241,0
15,1,0,6,100.0,33.0,6.66667,74.0,34.0,4.93333,26.0,21.0,1.73333,335.286,113.589,0
16,0,0,3,449.0,156.0,28.0625,122.0,38.0,7.625,327.0,156.0,20.4375,154.857,8.88673,0
58,2,2,6,307.0,143.0,5.2931,98.0,12.0,1.68966,209.0,143.0,3.60345,178.857,68.9618,1
19,0,0,6,206.0,109.0,10.8421,138.0,40.0,7.26316,68.0,99.0,3.57895,240.714,150.542,0
12,2,0,7,47.0,21.0,3.91667,36.0,15.0,3.0,11.0,6.0,0.916667,335.286,134.495,0
4,0,0,4,8.0,6.0,2.0,8.0,6.0,2.0,0.0,0.0,0.0,133.571,76.0178,1
15,0,0,6,324.0,151.0,21.6,116.0,52.0,7.73333,208.0,150.0,13.8667,188.429,77.0463,0
7,0,0,3,47.0,23.0,6.71429,44.0,26.0,6.28571,3.0,8.0,0.428571,187.286,108.763,0
6,0,1,3,6.0,2.0,1.0,21.0,18.0,3.5,-15.0,1.0,-2.5,118.0,30.2143,0
2,0,0,2,124.0,124.0,62.0,185.0,185.0,92.5,-61.0,0.0,-30.5,76.0,41.8571,0
25,2,0,9,244.0,47.0,9.76,129.0,26.0,5.16,115.0,33.0,4.6,335.286,147.823,0
16,1,0,7,44.0,10.0,2.75,86.0,30.0,5.375,-42.0,10.0,-2.625,328.143,117.25,0
12,0,0,5,61.0,18.0,5.08333,97.0,41.0,8.08333,-36.0,5.0,-3.0,240.714,76.2295,0
9,0,0,4,51.0,21.0,5.66667,24.0,15.0,2.66667,27.0,21.0,3.0,201.286,47.1204,0
18,0,0,5,60.0,16.0,3.33333,59.0,23.0,3.27778,1.0,6.0,0.0555556,195.286,69.1167,0
11,0,0,4,133.0,72.0,12.0909,112.0,51.0,10.1818,21.0,45.0,1.90909,182.0,40.0462,0
7,0,0,3,429.0,207.0,61.2857,25.0,17.0,3.57143,404.0,207.0,57.7143,140.0,2.10589,1
5,0,0,3,13.0,10.0,2.6,4.0,2.0,0.8,9.0,10.0,1.8,189.571,18.8901,0
18,1,0,7,192.0,82.0,10.6667,114.0,42.0,6.33333,78.0,70.0,4.33333,335.286,145.682,0
25,1,0,7,455.0,73.0,18.2,274.0,103.0,10.96,181.0,71.0,7.24,335.286,98.0553,0
3,0,0,2,16.0,15.0,5.33333,31.0,18.0,10.3333,-15.0,0.0,-5.0,97.4286,59.4196,0
3,0,1,1,12.0,10.0,4.0,3.0,3.0,1.0,9.0,10.0,3.0,98.2857,13.0714,0
10,1,0,7,27.0,10.0,2.7,10.0,3.0,1.0,17.0,10.0,1.7,335.286,149.767,0
3,2,0,3,11.0,7.0,3.66667,14.0,7.0,4.66667,-3.0,0.0,-1.0,126.143,33.5455,0
7,0,0,2,312.0,138.0,44.5714,49.0,34.0,7.0,263.0,138.0,37.5714,61.1429,3.24863,0
3,0,1,2,8.0,7.0,2.66667,9.0,8.0,3.0,-1.0,0.0,-0.333333,72.7143,34.6071,0
3,0,1,1,23.0,13.0,7.66667,17.0,17.0,5.66667,6.0,10.0,2.0,45.8571,7.92547,0
16,0,0,5,117.0,72.0,7.3125,61.0,21.0,3.8125,56.0,59.0,3.5,144.857,59.0806,0
4,0,1,2,18.0,11.0,4.5,32.0,19.0,8.0,-14.0,0.0,-3.5,108.143,48.9444,0
3,0,1,2,24.0,22.0,8.0,36.0,34.0,12.0,-12.0,0.0,-4.0,95.5714,58.0357,0
3,0,0,2,22.0,14.0,7.33333,29.0,24.0,9.66667,-7.0,9.0,-2.33333,40.4286,5.01299,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4286,0,0
89,4,0,8,1833.0,178.0,20.5955,1214.0,269.0,13.6404,619.0,115.0,6.95506,335.286,187.438,1
7,0,0,4,57.0,20.0,8.14286,90.0,34.0,12.8571,-33.0,0.0,-4.71429,194.0,103.602,0
35,2,1,5,440.0,106.0,12.5714,345.0,162.0,9.85714,95.0,78.0,2.71429,133.571,63.5704,0
11,0,0,7,122.0,97.0,11.0909,159.0,117.0,14.4545,-37.0,6.0,-3.36364,302.571,110.391,0
14,1,0,5,299.0,139.0,21.3571,153.0,72.0,10.9286,146.0,139.0,10.4286,151.143,24.6966,0
3,0,1,2,26.0,24.0,8.66667,34.0,32.0,11.3333,-8.0,0.0,-2.66667,95.5714,58.0769,0
5,0,0,4,20.0,10.0,4.0,17.0,12.0,3.4,3.0,10.0,0.6,188.429,48.4429,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.28571,0,0
10,2,0,3,132.0,70.0,13.2,55.0,18.0,5.5,77.0,54.0,7.7,127.0,12.0433,0
2,0,1,2,3.0,3.0,1.5,7.0,7.0,3.5,-4.0,0.0,-2.0,108.143,74.0,0
6,0,0,3,53.0,40.0,8.83333,57.0,54.0,9.5,-4.0,8.0,-0.666667,102.0,53.8032,0
42,0,0,6,1834.0,541.0,43.6667,612.0,166.0,14.5714,1222.0,541.0,29.0952,155.857,30.5993,1
14,0,0,5,487.0,203.0,34.7857,111.0,74.0,7.92857,376.0,203.0,26.8571,151.143,14.6624,0
12,0,0,4,685.0,399.0,57.0833,313.0,235.0,26.0833,372.0,399.0,31.0,59.5714,1.43733,0
12,0,0,5,107.0,32.0,8.91667,77.0,39.0,6.41667,30.0,23.0,2.5,227.429,73.526,0
5,0,0,3,223.0,111.0,44.6,189.0,155.0,37.8,34.0,58.0,6.8,76.0,26.8917,1
21,1,0,5,207.0,55.0,9.85714,160.0,39.0,7.61905,47.0,37.0,2.2381,240.714,77.0476,0
2,0,0,2,1.0,1.0,0.5,2.0,2.0,1.0,-1.0,0.0,-0.5,144.857,110.714,0
12,0,0,1,228.0,120.0,19.0,120.0,32.0,10.0,108.0,88.0,9.0,51.8571,3.81892,0
3,0,0,3,19.0,18.0,6.33333,23.0,21.0,7.66667,-4.0,0.0,-1.33333,56.1429,20.9624,0
19,0,0,7,62.0,10.0,3.26316,64.0,20.0,3.36842,-2.0,10.0,-0.105263,227.429,90.4263,0
7,0,1,2,12.0,7.0,1.71429,39.0,20.0,5.57143,-27.0,7.0,-3.85714,104.429,27.1429,0
29,0,0,6,544.0,186.0,18.7586,311.0,99.0,10.7241,233.0,161.0,8.03448,230.714,48.3149,0
2,0,0,2,4.0,4.0,2.0,5.0,5.0,2.5,-1.0,0.0,-0.5,61.4286,27.2857,0
18,1,0,7,84.0,16.0,4.66667,60.0,28.0,3.33333,24.0,11.0,1.33333,313.571,154.308,0
7,0,0,4,19.0,6.0,2.71429,24.0,10.0,3.42857,-5.0,0.0,-0.714286,203.0,76.8271,0
2,0,0,2,7.0,7.0,3.5,7.0,7.0,3.5,0.0,0.0,0.0,106.0,69.8571,1
2,0,0,2,21.0,21.0,10.5,25.0,25.0,12.5,-4.0,0.0,-2.0,70.2857,36.1429,0
32,1,1,7,188.0,34.0,5.875,250.0,115.0,7.8125,-62.0,34.0,-1.9375,227.429,100.904,0
4,1,1,3,16.0,10.0,4.0,9.0,8.0,2.25,7.0,10.0,1.75,150.429,52.0982,0
7,0,0,4,21.0,10.0,3.0,17.0,10.0,2.42857,4.0,10.0,0.571429,227.429,26.0408,0
15,0,0,6,107.0,31.0,7.13333,112.0,49.0,7.46667,-5.0,15.0,-0.333333,227.429,112.838,1
6,1,0,6,34.0,13.0,5.66667,26.0,19.0,4.33333,8.0,10.0,1.33333,304.429,157.155,0
11,1,0,6,70.0,26.0,6.36364,74.0,27.0,6.72727,-4.0,4.0,-0.363636,335.286,150.545,0
